Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2006,2006,hg/ha,1600000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2007,2007,hg/ha,1490000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2008,2008,hg/ha,2507692,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2009,2009,hg/ha,2621622,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2010,2010,hg/ha,2666667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2011,2011,hg/ha,2652778,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2012,2012,hg/ha,2505882,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2013,2013,hg/ha,2554348,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2014,2014,hg/ha,2576087,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2015,2015,hg/ha,2566667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2016,2016,hg/ha,2560000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2017,2017,hg/ha,2420000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2018,2018,hg/ha,2400000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2019,2019,hg/ha,2376163,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,401,"Chillies and peppers, green",2020,2020,hg/ha,2350000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1961,1961,hg/ha,2007037,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1962,1962,hg/ha,1609604,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1963,1963,hg/ha,2007037,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1964,1964,hg/ha,1881605,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1965,1965,hg/ha,2069753,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1966,1966,hg/ha,1887840,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1967,1967,hg/ha,1944321,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1968,1968,hg/ha,1831420,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1969,1969,hg/ha,1881605,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1970,1970,hg/ha,2082284,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1971,1971,hg/ha,2420988,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1972,1972,hg/ha,2276728,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1973,1973,hg/ha,2661901,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1974,1974,hg/ha,2140000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1975,1975,hg/ha,2345000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1976,1976,hg/ha,2600000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1977,1977,hg/ha,2610000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1978,1978,hg/ha,2920000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1979,1979,hg/ha,2625000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1980,1980,hg/ha,2386555,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1981,1981,hg/ha,2168675,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1982,1982,hg/ha,2330544,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1983,1983,hg/ha,2589744,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1984,1984,hg/ha,3003956,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1985,1985,hg/ha,3096043,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1986,1986,hg/ha,3336652,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1987,1987,hg/ha,3744076,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1988,1988,hg/ha,3807018,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1989,1989,hg/ha,3660879,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1990,1990,hg/ha,3889667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1991,1991,hg/ha,3899209,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1992,1992,hg/ha,4197236,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1993,1993,hg/ha,4244336,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1994,1994,hg/ha,4302326,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1995,1995,hg/ha,4485000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1996,1996,hg/ha,4280000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1997,1997,hg/ha,4100000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1998,1998,hg/ha,4200000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,1999,1999,hg/ha,4200000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2000,2000,hg/ha,4483146,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2001,2001,hg/ha,4307229,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2002,2002,hg/ha,4355030,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2003,2003,hg/ha,5579710,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2004,2004,hg/ha,4723077,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2005,2005,hg/ha,4991667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2006,2006,hg/ha,5000000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2007,2007,hg/ha,4796117,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2008,2008,hg/ha,4750000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2009,2009,hg/ha,4974138,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2010,2010,hg/ha,5666667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2011,2011,hg/ha,5683761,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2012,2012,hg/ha,5504348,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2013,2013,hg/ha,5361111,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2014,2014,hg/ha,5380952,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2015,2015,hg/ha,5360000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2016,2016,hg/ha,5350000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2017,2017,hg/ha,5350303,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2018,2018,hg/ha,5400000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2019,2019,hg/ha,5200000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,397,Cucumbers and gherkins,2020,2020,hg/ha,5310000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1961,1961,hg/ha,71460,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1962,1962,hg/ha,78913,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1963,1963,hg/ha,91446,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1964,1964,hg/ha,85057,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1965,1965,hg/ha,85349,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1966,1966,hg/ha,61977,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1967,1967,hg/ha,28447,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1968,1968,hg/ha,54313,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1969,1969,hg/ha,87040,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1970,1970,hg/ha,72817,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1971,1971,hg/ha,82977,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1972,1972,hg/ha,92123,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1973,1973,hg/ha,74850,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1974,1974,hg/ha,80267,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1975,1975,hg/ha,81290,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1976,1976,hg/ha,63667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1977,1977,hg/ha,36800,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1978,1978,hg/ha,62333,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1979,1979,hg/ha,72903,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1980,1980,hg/ha,67000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1981,1981,hg/ha,67667,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1982,1982,hg/ha,62333,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1983,1983,hg/ha,90000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1984,1984,hg/ha,61000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1985,1985,hg/ha,73580,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1986,1986,hg/ha,88366,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1987,1987,hg/ha,63220,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1988,1988,hg/ha,69831,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1989,1989,hg/ha,58797,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1990,1990,hg/ha,47293,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1991,1991,hg/ha,63992,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1992,1992,hg/ha,86009,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1993,1993,hg/ha,77480,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1994,1994,hg/ha,70165,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1995,1995,hg/ha,66897,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1996,1996,hg/ha,92000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1997,1997,hg/ha,53500,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1998,1998,hg/ha,57692,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,1999,1999,hg/ha,56000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2000,2000,hg/ha,61500,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2001,2001,hg/ha,64435,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2002,2002,hg/ha,55794,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2003,2003,hg/ha,73462,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2004,2004,hg/ha,61695,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2005,2005,hg/ha,72963,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2006,2006,hg/ha,59919,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2007,2007,hg/ha,48962,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2008,2008,hg/ha,56263,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2009,2009,hg/ha,63916,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2010,2010,hg/ha,68897,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2011,2011,hg/ha,47364,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2012,2012,hg/ha,48199,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2013,2013,hg/ha,67271,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2014,2014,hg/ha,50032,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2015,2015,hg/ha,60557,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2016,2016,hg/ha,48913,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2017,2017,hg/ha,54061,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2018,2018,hg/ha,59870,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2019,2019,hg/ha,55811,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,550,Currants,2020,2020,hg/ha,61055,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1992,1992,hg/ha,13776,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1993,1993,hg/ha,12559,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1994,1994,hg/ha,12542,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1995,1995,hg/ha,10909,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1996,1996,hg/ha,12353,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1997,1997,hg/ha,15263,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1998,1998,hg/ha,14970,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,1999,1999,hg/ha,14527,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2000,2000,hg/ha,15556,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2001,2001,hg/ha,14889,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2002,2002,hg/ha,14823,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2003,2003,hg/ha,14794,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2004,2004,hg/ha,14760,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2005,2005,hg/ha,14726,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2006,2006,hg/ha,15000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2007,2007,hg/ha,14697,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2008,2008,hg/ha,14705,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2009,2009,hg/ha,14711,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2010,2010,hg/ha,13156,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2011,2011,hg/ha,13235,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2012,2012,hg/ha,14786,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2013,2013,hg/ha,14000,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2014,2014,hg/ha,14273,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2015,2015,hg/ha,15512,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2016,2016,hg/ha,14090,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2017,2017,hg/ha,14614,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2018,2018,hg/ha,14732,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2019,2019,hg/ha,14478,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,773,Flax fibre and tow,2020,2020,hg/ha,14608,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1961,1961,hg/ha,89047,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1962,1962,hg/ha,88733,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1963,1963,hg/ha,96824,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1964,1964,hg/ha,86754,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1965,1965,hg/ha,95029,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1966,1966,hg/ha,92292,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1967,1967,hg/ha,93988,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1968,1968,hg/ha,96131,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1969,1969,hg/ha,99262,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1970,1970,hg/ha,98477,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1971,1971,hg/ha,80500,Fc,Calculated data
QCL,Crops and livestock products,229,United Kingdom of Great Britain and Northern Ireland,5419,Yield,549,Gooseberries,1972,1972,hg/ha,96131,Fc,Calculated data
